theme,count_x,indicator
TAX_WORLDLANGUAGES_LAOTIANS,36,
TAX_ETHNICITY_AMARA,36,
TAX_WORLDLANGUAGES_AMARA,36,
TAX_WORLDFISH_DORADO,36,
TAX_FNCACT_GEOGRAPHER,36,
TAX_WORLDLANGUAGES_BAVARIAN,36,
WB_957_GOVERNMENT_PROCUREMENT,35,
TAX_WORLDLANGUAGES_KADAM,35,
TAX_WORLDLANGUAGES_TAGALOG,35,
WB_2149_NATIONAL_EDUCATION_SYSTEMS,35,Schooling
TAX_ETHNICITY_TAGALOG,35,
TAX_FNCACT_FARMWORKER,35,
TAX_DISEASE_SKIN_CANCER,35,
TAX_WORLDLANGUAGES_MAGAR,35,
WB_1844_MARKET_BASED_CLIMATE_CHANGE_MITIGATION,35,
WB_574_CLIMATE_CHANGE_ADAPTATION,35,
TAX_TERROR_GROUP_NAGA_NATIONAL_COUNCIL,35,
TAX_DISEASE_YELLOW_FEVER,35,
TAX_WORLDLANGUAGES_DEUTSCH,35,
TAX_WORLDLANGUAGES_BIHARI,35,
TAX_FNCACT_COMMODORE,35,
WB_2290_OIL_AND_GAS_EXPORT,35,
TAX_ETHNICITY_BIHARI,35,
WB_2794_EMPLOYMENT_RELATIONSHIP,35,
TAX_FNCACT_SWIMMER,35,
MANMADE_DISASTER_POWER_FAILURE,35,
TAX_WORLDFISH_SHAD,35,
TAX_FNCACT_GLAZER,35,
TAX_WORLDBIRDS_BLACK_SWAN,35,
WB_2732_SKILLED_WORKERS,35,
TAX_FNCACT_SKILLED_WORKERS,35,
TAX_FNCACT_HAIRDRESSER,35,
TAX_DISEASE_PEDOPHILIA,35,
TAX_ETHNICITY_KHASIS,35,
TAX_WORLDLANGUAGES_UYGUR,35,
TAX_ETHNICITY_UYGUR,35,
WB_611_PENSION_FUNDS,35,
TAX_FNCACT_MIDWIVES,35,
TAX_WORLDLANGUAGES_NOTRE,35,
TAX_FNCACT_MAJORGENERAL,35,
TAX_WORLDLANGUAGES_KHASIS,35,
TAX_FNCACT_COMMANDANT,35,
TAX_ETHNICITY_BALINESE,35,
TAX_FNCACT_ASSEMBLYMAN,35,
TAX_ETHNICITY_NATIVE_AMERICANS,35,
NATURAL_DISASTER_MAGMA,35,
TAX_FNCACT_JURISTS,35,
TAX_FNCACT_ARISTOCRAT,34,
TAX_FNCACT_HERPETOLOGIST,34,
TAX_WORLDINSECTS_GRASSHOPPERS,34,
TAX_WORLDMAMMALS_SNOW_LEOPARD,34,
TAX_FOODSTAPLES_PLANTAINS,34,
TAX_DISEASE_SNAKE_BITES,34,
WB_2444_EARLY_MARRIAGE,34,
TAX_WORLDFISH_STINGRAY,34,
TAX_FNCACT_CHIEFTAIN,34,
LOCUSTS,34,
NATURAL_DISASTER_LOCUSTS,34,
TAX_FNCACT_CHARGE_DAFFAIRES,34,
TAX_WORLDINSECTS_LOCUSTS,34,
WB_1122_TAX_EXPENDITURES,34,
TAX_DISEASE_VERTIGO,34,
TAX_AGRICULHARMINSECTS_LOCUSTS,34,
WB_983_TAX_POLICY,34,
WB_481_SECONDARY_EDUCATION,34,Schooling
TAX_FNCACT_CINEMATOGRAPHER,34,
TAX_TERROR_GROUP_RESISTANCE_MOVEMENTS,34,
TAX_WORLDLANGUAGES_MOSQUITOS,34,
TAX_WORLDLANGUAGES_PATTANI,34,
TAX_WORLDFISH_FISHES,34,
TAX_MILITARY_TITLE_COMMANDANT,34,
WB_877_ASSET_MANAGEMENT,34,
TAX_FNCACT_SQUIRE,34,
TAX_AGRICULHARMINSECTS_GRASSHOPPERS,34,
TAX_WORLDLANGUAGES_BABUR,34,
TAX_WORLDMAMMALS_COYOTES,34,
DISCRIMINATION_LGBT_HOMOPHOBIA,34,
WB_1256_CREDIT_UNIONS,33,
TAX_FNCACT_DEMONSTRATOR,33,
TAX_CHRONICDISEASE_ALZHEIMERS,33,
WB_1098_MONETARY_AND_FINANCIAL_STABILITY,33,
TAX_FNCACT_ZOOLOGIST,33,
TAX_FNCACT_WATCHMEN,33,
TAX_FNCACT_MILITARY_MEN,33,
TAX_FNCACT_EQUESTRIAN,33,
TAX_DISEASE_ALZHEIMERS,33,
TAX_WORLDLANGUAGES_SAMARITAN,33,
TAX_FNCACT_NONCOMBATANT,33,
TAX_FNCACT_SPIRITUAL_LEADERS,33,
WB_1096_MACROECONOMIC_SUSTAINABILITY,33,
TAX_DISEASE_SCHIZOPHRENIA,33,
TAX_FNCACT_MUGGER,33,
TAX_WEAPONS_TORPEDOES,33,
TAX_FNCACT_TRAVEL_AGENT,33,
TAX_FNCACT_DRY_CLEANERS,33,
WB_786_RURAL_ROADS,33,
WB_367_MICROFINANCE,33,
TAX_WORLDBIRDS_DODO,33,
WB_814_CITY_SYSTEMS,33,
TAX_FNCACT_FEDERAL_OFFICIALS,33,
TAX_FNCACT_ZOOKEEPERS,33,
TAX_ETHNICITY_MEND,33,
TAX_WORLDLANGUAGES_PERSIANS,33,
TAX_RELIGION_SUFIS,33,
TAX_DISEASE_BLOOD_CANCER,33,
TAX_FNCACT_REFORMER,33,
TAX_WORLDARACHNIDS_BLACK_WIDOW,33,
TAX_FNCACT_AVIATORS,33,
TAX_WORLDMAMMALS_LEOPARDS,33,
TAX_FNCACT_ARCHER,33,
WB_882_MSME_FINANCE,33,
TAX_ETHNICITY_CHAM,33,
TAX_FNCACT_COUNSELORS,33,
WB_1980_AGRO_FORESTRY,33,
TAX_WORLDLANGUAGES_ADELE,33,
TAX_ETHNICITY_SUFIS,33,
TAX_WORLDLANGUAGES_BUKIT,32,
TAX_DISEASE_WATERBORNE_DISEASES,32,
TAX_WORLDLANGUAGES_ORISSA,32,
SLFID_MILITARY_READINESS,32,
TAX_WORLDFISH_HERRING,32,
WB_1810_TRAFFIC_CONTROL_AND_MONITORING,32,
TAX_FNCACT_ARISTOCRATS,32,
TAX_WORLDBIRDS_ROOK,32,
TAX_FNCACT_COURTIERS,32,
WB_1648_SICK_LEAVE,32,
TAX_WORLDMAMMALS_YAK,32,
TAX_FNCACT_SUPERMAN,32,
NATURAL_DISASTER_TORRENTIAL_RAIN,32,
NATURAL_DISASTER_FOREST_FIRES,32,
TAX_FNCACT_SHOEMAKER,32,
TAX_POLITICAL_PARTY_EQUALITY_PARTY,32,
WB_1677_SOCIAL_PROTECTION_AND_LABOR_SYSTEMS,32,
TAX_DISEASE_MELIOIDOSIS,32,
WB_2845_HUMAN_CAPITAL_FLIGHT,32,
TAX_WORLDLANGUAGES_LINDAU,32,
TAX_WORLDLANGUAGES_BOLANOS,32,
WB_1797_SOLID_WASTE,32,
TAX_ETHNICITY_PERSIANS,32,
TAX_FNCACT_BUS_DRIVER,32,
TAX_FNCACT_BOAT_PEOPLE,32,
TAX_WORLDMAMMALS_FERRETS,32,
WB_1950_AGRICULTURE_TECHNOLOGY,32,
TAX_FNCACT_CHAIRWOMAN,32,Gender_Inequality
TAX_FNCACT_PRELATE,32,
ECON_WORLDCURRENCIES_EUROS,32,
TAX_FNCACT_PROSTITUTES,32,
TAX_WORLDFISH_SEA_BASS,31,
WB_1607_HEALTH_BENEFITS,31,
TAX_FNCACT_SHOPKEEPER,31,
TAX_ETHNICITY_MARATHI,31,
TAX_WORLDLANGUAGES_KALAM,31,
ECON_WORLDCURRENCIES_BURMESE_KYAT,31,
DISCRIMINATION_IMMIGRATION_ANTIIMMIGRANT,31,
TAX_FNCACT_QUEEN_CONSORT,31,
ECON_WORLDCURRENCIES_CHINESE_YUAN,31,
TAX_FNCACT_BACHELORS,31,
TAX_WORLDLANGUAGES_RAKHINES,31,
TAX_WORLDLANGUAGES_MARATHI,31,
TAX_FNCACT_CHIEF_COMMISSIONER,31,
TAX_ETHNICITY_RAKHINES,31,
TAX_MILITARY_TITLE_CHIEF_COMMISSIONER,31,
TAX_FNCACT_WATCHMAN,31,
TAX_RELIGION_ORTHODOXY,31,
TAX_WORLDLANGUAGES_KALINGA,31,
TAX_FNCACT_ADVERTISER,31,
TAX_FNCACT_VISCOUNT,31,
TAX_AIDGROUPS_AHA_CENTRE,31,
TAX_FNCACT_VIGILANTE,30,
TAX_DISEASE_ALCOHOLISM,30,Drugs
HUMAN_RIGHTS_ABUSES_GULAG,30,HumanRights
TAX_WORLDARACHNIDS_SCORPIONS,30,
TAX_DISEASE_ULCERS,30,
TAX_DISEASE_SCHISTOSOMIASIS,30,
TAX_FNCACT_MARINER,30,
DISCRIMINATION_LGBT_HOMOPHOBIC,30,
TAX_DISEASE_CHILLS,30,
TAX_WORLDLANGUAGES_ICELANDIC,30,
WB_765_TRADE_COMPETITIVENESS_AND_DIVERSIFICATION,30,
TAX_WORLDFISH_SNAPPER,30,
TAX_FNCACT_SPIRITUAL_LEADER,30,
TAX_FNCACT_STRIKERS,30,
ECON_IDENTITYTHEFT,30,
TAX_FNCACT_ASSOCIATE_DIRECTOR,30,
TAX_WORLDLANGUAGES_SALAR,30,
WB_1083_INFRASTRUCTURE_AND_GROWTH,30,
TAX_WORLDLANGUAGES_ONONDAGA,30,
TAX_FNCACT_AIRMAN,30,
TAX_FNCACT_CULPRITS,30,
TAX_DISEASE_DIPHTHERIA,30,
WB_849_ENVIRONMENTAL_LAWS_AND_REGULATIONS,30,
WB_159_TRANSBOUNDARY_WATER,30,
WB_1518_EDUCATION_REFORM,30,Schooling
TAX_WORLDLANGUAGES_LEUNG,30,
TAX_WORLDLANGUAGES_ARBOR,30,
TAX_WORLDREPTILES_SEA_TURTLES,30,
TAX_WEAPONS_BATTLESHIPS,30,
TAX_WORLDLANGUAGES_GIANG,30,
TAX_WORLDFISH_SWORDFISH,30,
TAX_FNCACT_PLAYER,30,
TAX_FNCACT_CONSERVATIONIST,30,
TAX_WORLDLANGUAGES_SUNDA,30,
TAX_FNCACT_TRADE_UNIONISTS,30,
TAX_RELIGION_MOSLEMS,29,
WB_1781_URBAN_ECOSYSTEMS,29,
WB_1011_JUDICIAL_APPOINTMENTS,29,
TAX_FNCACT_BUSINESS_EXECUTIVES,29,
WB_358_RETAIL_PAYMENTS,29,
TAX_FNCACT_NATIONAL_LEADER,29,
TAX_FNCACT_COLONELS,29,
TAX_WORLDLANGUAGES_MA_TO,29,
WB_924_VOICE_AND_AGENCY,29,
TAX_DISEASE_TRACHOMA,29,
TAX_DISEASE_KIDNEY_DISEASE,29,
TAX_FNCACT_FLIGHT_ATTENDANTS,29,
TAX_FNCACT_GOVERNMENT_MINISTERS,29,
TAX_DISEASE_LICE,29,
TAX_FNCACT_FIRST_LIEUTENANT,29,
TAX_TERROR_GROUP_UNLF,29,
TAX_FNCACT_FINANCIERS,29,
TAX_FNCACT_MAHOUTS,29,
INCOME_INEQUALITY,29,
TAX_ETHNICITY_DIME,29,
SOC_POINTSOFINTEREST_GOVERNMENT_BUILDING,29,
SOC_POINTSOFINTEREST_DISPLACED_PERSONS_CAMPS,29,
TAX_CHRONICDISEASE_ARTHRITIS,29,
TAX_WORLDLANGUAGES_SIGN_LANGUAGE,29,
TAX_DISEASE_ARTHRITIS,29,
TAX_FOODSTAPLES_COCONUT_OIL,29,
TAX_WORLDARACHNIDS_TARANTULAS,29,
GOV_DIVISIONOFPOWER,29,
TAX_WORLDLANGUAGES_TIMUR,28,
WB_2669_PREMATURE_DEATH,28,
TAX_ETHNICITY_FULANI,28,
TAX_WORLDLANGUAGES_FULANI,28,
TAX_FNCACT_MOUNTAINEER,28,
TAX_RELIGION_THERAVADA_BUDDHIST,28,
TAX_FNCACT_CHEERLEADERS,28,
TAX_POLITICAL_PARTY_UNITY_PARTY,28,
TAX_DISEASE_PULMONARY_DISEASE,28,
TAX_WORLDMAMMALS_WILDCAT,28,
TAX_FNCACT_PHARMACIST,28,
TAX_POLITICAL_PARTY_COMMUNIST_PARTY_OF_INDIA,28,
TAX_WORLDREPTILES_AMERICAN_ALLIGATOR,28,
MANMADE_DISASTER_ENVIRONMENTAL_DISASTER,28,
WB_2728_FEMALE_WORKERS,28,
TAX_FNCACT_THERAPIST,28,
TAX_FNCACT_SURVEYOR,28,
TAX_ETHNICITY_TONGAN,28,
TAX_WORLDLANGUAGES_TONGAN,28,
TAX_WORLDLANGUAGES_MANDAL,28,
WB_1600_EMERGENCY_BENEFITS,28,
TAX_WORLDLANGUAGES_SLOVENIAN,28,
TAX_WORLDLANGUAGES_TANGKHUL,28,
TAX_ETHNICITY_GUJARATI,28,
TAX_WORLDFISH_TILAPIA,27,
TAX_ETHNICITY_SOMALIS,27,
TAX_FNCACT_SLAUGHTERER,27,
TAX_WORLDMAMMALS_AYE_AYE,27,
TAX_WEAPONS_CRUISE_MISSILE,27,
TAX_FNCACT_GENERAL_OFFICER,27,
WB_857_LIFE_SKILLS,27,
TAX_FNCACT_STAGE_MANAGER,27,
TAX_WORLDLANGUAGES_SOMALIS,27,
WB_890_CADASTRE_AND_LAND_REGISTRATION,27,
TAX_FNCACT_HOTELIERS,27,
TAX_WORLDLANGUAGES_PALAU,27,
TAX_FNCACT_ADJUTANT_GENERAL,27,
NATURAL_DISASTER_MUDSLIDE,27,
WB_1353_PHARMACEUTICAL_SUPPLY_CHAIN,27,
TAX_DISEASE_MYOPIA,27,
WB_554_MINING_POLICY_LAWS_AND_REGULATIONS,27,
TAX_DISEASE_BLOOD_LOSS,27,
TAX_RELIGION_CONGREGATIONAL,27,
TAX_FNCACT_ALCHEMIST,27,
TAX_WORLDLANGUAGES_WARIS,27,
WB_1601_REFUGEE_SUPPORT,27,
SOC_SUSPICIOUSACTIVITIES,27,
TAX_WEAPONS_UNEXPLODED_ORDINANCE,27,
TAX_FNCACT_PARAMEDIC,27,
TAX_ETHNICITY_KANNADA,27,
TAX_WORLDLANGUAGES_KAMAN,27,
TAX_FNCACT_GRAND_DUKE,27,
WB_1792_ENVIRONMENTAL_HEALTH,27,
TAX_WORLDLANGUAGES_GURKA,27,
TAX_WORLDLANGUAGES_MAWCHI,27,
WB_440_MACROECONOMIC_MONITORING,27,
TAX_WORLDLANGUAGES_GUJARATI,27,
MANMADE_DISASTER_BUILDING_COLLAPSE,27,
TAX_WORLDLANGUAGES_KASHMIRI,27,
TAX_WORLDLANGUAGES_GILANI,27,
TAX_FNCACT_STAFF_OFFICER,27,
TAX_TERROR_GROUP_LEAGUE_FOR_NATIONAL_DEMOCRACY,27,
TAX_ETHNICITY_KASHMIRI,27,
TAX_WORLDLANGUAGES_KANNADA,27,
TAX_ETHNICITY_TAMAS,27,
TAX_DISEASE_SCABIES,26,
TAX_FNCACT_FELON,26,
TAX_FNCACT_MOVERS,26,
TAX_FNCACT_LEECH,26,
TAX_FNCACT_RESEARCH_ANALYST,26,
TAX_WORLDLANGUAGES_KAREKARE,26,
TAX_WORLDLANGUAGES_BRETON,26,
TAX_POLITICAL_PARTY_SAMAJWADI_PARTY,26,
TAX_FNCACT_ADMIRALTY,26,
TAX_TERROR_GROUP_PEOPLE_LIBERATION_FRONT,26,
SOC_MASSMIGRATION,26,
WB_1414_BURDEN_OF_DISEASE,26,
TAX_WORLDFISH_MULLET,26,
TAX_ETHNICITY_NEW_ZEALANDERS,26,
TAX_FNCACT_AGRICULTURAL_LABOURERS,26,
TAX_ETHNICITY_WEST_INDIAN,26,
TAX_FNCACT_IMPERSONATOR,26,
TAX_FNCACT_LOBBYIST,26,
TAX_FNCACT_FIGHTER_PILOT,26,
TAX_FNCACT_SOMMELIER,26,
TAX_WORLDFISH_SLEEPER,26,
TAX_FNCACT_BRASS_HAT,26,
WB_473_GROWTH_DIAGNOSTICS,26,
ECON_WORLDCURRENCIES_DINARS,26,
TAX_FNCACT_POPES,26,
WB_1135_CURRENT_ACCOUNT,26,
TAX_FNCACT_ELECTRICIAN,26,
TAX_WEAPONS_CRUISE_MISSILES,26,
WB_828_ELECTRONIC_PAYMENTS,26,
INTERNET_BLACKOUT,26,
TAX_WORLDMAMMALS_SQUIRRELS,26,
TAX_DISEASE_CYANOSIS,26,
TAX_TERROR_GROUP_COMMUNIST_PARTY_OF_INDIA,26,
ECON_WORLDCURRENCIES_FRANC,26,
TAX_TERROR_GROUP_PEOPLE_REVOLUTIONARY_ARMY,26,
TAX_DISEASE_PROSTATE_CANCER,26,
WB_1785_ENVIRONMENTAL_POLICIES_AND_INSTITUTIONS,26,
NATURAL_DISASTER_AFTERSHOCK,26,
TAX_WORLDLANGUAGES_LANGE,26,
WB_2358_E_GOVERNMENT,26,
TAX_FNCACT_DRAUGHTSMAN,25,
TAX_DISEASE_PROLAPSE,25,
TAX_FOODSTAPLES_QUINOA,25,
TAX_DISEASE_WEIGHT_GAIN,25,
TAX_WORLDLANGUAGES_PAWNEE,25,
TAX_DISEASE_HIGH_BLOOD_PRESSURE,25,
TAX_FNCACT_NIGHT_WATCHMAN,25,
TAX_FNCACT_APPOINTEES,25,
TAX_POLITICAL_PARTY_NATIONAL_LIBERATION_FRONT,25,
TAX_WEAPONS_IMPROVISED_EXPLOSIVE_DEVICE,25,
TAX_TERROR_GROUP_NATIONAL_LIBERATION_FRONT,25,
TAX_FNCACT_COWHERD,25,
TAX_WORLDLANGUAGES_PALMA,25,
TAX_DISEASE_NIGHT_TERRORS,25,
TAX_RELIGION_SYNAGOGUES,25,
TAX_WORLDLANGUAGES_METTA,25,
TAX_ETHNICITY_SERB,25,
TAX_WORLDLANGUAGES_DILLING,25,
WB_747_SOCIAL_RESILIENCE_AND_CLIMATE_CHANGE,25,
TAX_DISEASE_PROTEINENERGY_MALNUTRITION,25,
TAX_WORLDLANGUAGES_WAING,25,
UNREST_DAY_OF_ACTION,25,
TAX_FNCACT_BUSINESS_EXECUTIVE,25,
TAX_ETHNICITY_BAMARS,25,
TAX_ETHNICITY_HAIDA,25,
TAX_WORLDLANGUAGES_PADANG,25,
ENV_GEOTHERMAL,25,
TAX_WORLDMAMMALS_REINDEER,25,
TAX_DISEASE_SKIN_DISEASES,25,
TAX_ETHNICITY_BHOJPURI,25,
TAX_FNCACT_SERVICEMAN,25,
TAX_FNCACT_SALES_MANAGER,25,
TAX_DISEASE_HIV_INFECTIONS,25,
MANMADE_DISASTER_ENGINE_FAILURE,25,
NATURAL_DISASTER_FLOOD_WATER,25,
TAX_WEAPONS_DESTROYERS,25,
TAX_WORLDARACHNIDS_BROWN_RECLUSE,25,
TAX_FNCACT_CHAIRMEN,25,
TAX_WORLDFISH_SARDINES,25,
TAX_FNCACT_CHAPLAINS,25,
TAX_WORLDLANGUAGES_KUANG,25,
TAX_WORLDLANGUAGES_DUKE_OF_YORK,25,
TAX_WORLDLANGUAGES_HAIDA,25,
TAX_DISEASE_HYPOXIA,25,
WB_570_EARLY_WARNING_SYSTEMS,25,
WB_1845_CARBON_TAX,25,
TAX_WORLDMAMMALS_RED_PANDAS,25,
TAX_FNCACT_LIEUTENANTS,25,
NATURAL_DISASTER_TIDAL_WAVES,25,
TAX_WORLDLANGUAGES_BHOJPURI,25,
ECON_DEVELOPMENTORGS_UNITED_NATIONS_INDUSTRIAL_DEVELOPMENT_ORGANIZATION,24,
TAX_FNCACT_SCHOOL_PRINCIPAL,24,Schooling
TAX_FNCACT_PRESS_OFFICER,24,
TAX_AIDGROUPS_UNITED_NATIONS_INDUSTRIAL_DEVELOPMENT_ORGANIZATION,24,
ECON_ELECTRICALLOADSHEDDING,24,
TAX_WORLDLANGUAGES_CHEROKEE,24,
TAX_RELIGION_AHMADIYYA,24,
TAX_FNCACT_DEPARTMENT_HEAD,24,
REL_ISLAMIZATION,24,
TAX_FNCACT_SERGEANTS,24,
TAX_ETHNICITY_CHEROKEE,24,
TAX_MILITARY_TITLE_SERGEANTS,24,
TAX_RELIGION_SANTERIA,24,
TAX_FNCACT_RESERVISTS,24,
TAX_FNCACT_BOXERS,24,
TAX_FNCACT_CHIEFTAINS,24,
WB_1893_TAX_LAW,24,
TAX_WORLDLANGUAGES_AMMAR,24,
TAX_FNCACT_HONOR_GUARD,24,
TAX_WORLDMAMMALS_COYOTE,24,
MANMADE_DISASTER_POWER_OUTAGE,24,
TAX_FNCACT_NONCOMBATANTS,24,
WB_1252_MOBILE_BANKING,24,
WB_802_GREEN_CITIES,24,
TAX_DISEASE_SUBSTANCE_ABUSE,24,Drugs
GOV_WIRETAPPING,24,
WB_999_PPP_IN_IRRIGATION,24,
WB_2206_PUBLIC_PRIVATE_PARTNERSHIPS,24,
TAX_DISEASE_HEAT_EXHAUSTION,24,
WB_2207_THEMATIC_BASED_PPPS,24,
TAX_DISEASE_VITILIGO,24,
WB_1678_POLICY_PLANNING_DESIGN_AND_EVALUATION,24,
WB_2798_PART_TIME_WORK,24,
TAX_FNCACT_CREWMAN,24,
TAX_WORLDMAMMALS_POSSUMS,24,
TAX_FNCACT_CRIMINAL_LAWYER,24,
NATURAL_DISASTER_STORM_SURGE,24,
UNREST_POLICEBRUTALITY,24,
TAX_WORLDFISH_SWAMP_EEL,24,
TAX_WORLDLANGUAGES_TAMARA,24,
TAX_DISEASE_PSYCHOLOGICAL_TRAUMA,24,
TAX_FNCACT_COUNCILMAN,24,
ECON_WORLDCURRENCIES_KRONE,24,
WB_1847_CLIMATE_FINANCE,24,
TAX_WORLDLANGUAGES_SENTINELESE,23,
TAX_WORLDLANGUAGES_WICHITA,23,
TAX_FNCACT_GYNECOLOGIST,23,
TAX_WORLDMAMMALS_GUINEA_PIG,23,
TAX_DISEASE_UNCONSCIOUSNESS,23,
TAX_WORLDLANGUAGES_AMAL,23,
WB_774_CUSTOMS_AND_BORDER_MANAGEMENT,23,
TAX_FNCACT_PARAMEDICS,23,
WB_2661_HIGH_CHOLESTEROL,23,
TAX_ETHNICITY_HAZARA,23,
WB_2607_COMPETITIVENESS_DIAGNOSTICS,23,
TAX_WORLDLANGUAGES_HAZARA,23,
TAX_WORLDLANGUAGES_JINGHPAW,23,
TAX_ETHNICITY_PACIFIC_ISLANDERS,23,
WB_926_POLITICAL_PARTICIPATION,23,
TAX_FNCACT_IMAMS,23,
TAX_ETHNICITY_SALAR,23,
TAX_WORLDLANGUAGES_PANDAN,23,
TAX_FNCACT_SOCIALITE,23,
TAX_FNCACT_NUTRITIONIST,23,
TAX_POLITICAL_PARTY_DEMOCRAT_PARTY,23,
TAX_WORLDBIRDS_CUT_THROAT,23,
TAX_ETHNICITY_HILL_TRIBE,23,
TAX_TERROR_GROUP_BLACK_TIGER,23,
NATURAL_DISASTER_RICHTER_SCALE,23,
TAX_POLITICAL_PARTY_INDEPENDENT_LABOUR,23,
TAX_DISEASE_OBSESSIVECOMPULSIVE_DISORDER,23,
MANMADE_DISASTER_TRAFFIC_ACCIDENT,23,
TAX_FNCACT_SCRIBES,23,
TAX_FNCACT_DEPUTY_SHERIFF,23,
WB_2895_EMPLOYMENT_RATE,23,
TAX_FNCACT_PHYSIOTHERAPIST,23,
WB_2595_ANTI_CORRUPTION_IN_CUSTOMS_ADMINISTRATION,23,Corruption
NATURAL_DISASTER_AFTERSHOCKS,23,
WB_2938_TIN,23,
WB_693_POSTAL_SERVICES,23,
TAX_POLITICAL_PARTY_JANATA_DAL,23,
TAX_FNCACT_CENSORS,23,
TAX_DISEASE_PATHOGEN,23,
WB_331_ECONOMIC_TRANSPARENCY,23,
TAX_FNCACT_COLUMNISTS,23,
TAX_FNCACT_CLERIC,23,
TAX_WORLDLANGUAGES_SIANG,23,
TAX_TERROR_GROUP_ZOMI_REVOLUTIONARY_ARMY,23,
WB_2079_BENEFICIAL_OWNERSHIP,23,
TAX_FNCACT_AIRCREWMAN,23,
TAX_WORLDMAMMALS_CHEETAH,23,
TAX_WORLDLANGUAGES_YEH,23,
TAX_WORLDLANGUAGES_MUNDO,23,
WB_2608_TRADE_IN_GOODS,22,
TAX_WORLDMAMMALS_SKUNK,22,
TAX_WORLDFISH_WHITE_SHARK,22,
TAX_FNCACT_BRIDESMAID,22,
TAX_WORLDMAMMALS_MANATEE,22,
TAX_FNCACT_ASSEMBLYWOMAN,22,Gender_Inequality
TAX_DISEASE_RENAL,22,
TAX_DISEASE_PANCREATIC_CANCER,22,
TAX_ETHNICITY_MALAYS,22,
TAX_FNCACT_NATIONAL_LEADERS,22,
TAX_FNCACT_GEOSCIENTISTS,22,
TAX_WORLDLANGUAGES_MAORI,22,
TAX_WORLDLANGUAGES_GALLO,22,
TAX_WORLDFISH_GRAY_MULLET,22,
SOC_SELFIMMOLATION,22,
TAX_DISEASE_BRONCHITIS,22,
TAX_WORLDLANGUAGES_POR,22,
TAX_WORLDCRUSTACEANS_LOBSTERS,22,
TAX_FNCACT_CABINET_MINISTER,22,
TAX_FNCACT_GOLDSMITHS,22,
TAX_WORLDLANGUAGES_PARSIS,22,
TAX_ETHNICITY_MAORI,22,
TAX_FNCACT_BOATMEN,22,
TAX_RELIGION_PARSIS,22,
TAX_WORLDLANGUAGES_MINYA,22,
TAX_FNCACT_CHAUFFEUR,22,
TAX_DISEASE_RHEUMATISM,22,
TAX_RELIGION_SHIITES,22,
WB_1451_ANTENATAL_AND_POSTNATAL_CARE,22,
TAX_WORLDLANGUAGES_HAWAIIANS,22,
TAX_DISEASE_WEST_NILE_VIRUS,22,
TAX_WEAPONS_SUICIDE_BOMBER,22,
TAX_WORLDMAMMALS_PICHI,22,
TAX_TERROR_GROUP_NATIONAL_SOCIALIST_COUNCIL_OF_NAGALAND,22,
WB_2187_RENTAL_HOUSING,22,
TAX_DISEASE_GALLBLADDER,22,
TAX_ETHNICITY_HAWAIIANS,22,
TAX_WORLDMAMMALS_WOLVERINES,22,
NATURAL_DISASTER_DESERTIFICATION,22,
TAX_FNCACT_HERDERS,22,
TAX_FNCACT_POSTMAN,22,
TAX_FNCACT_ENSIGN,22,
TAX_WORLDMAMMALS_SAMBAR,22,
TAX_FNCACT_CATERER,22,
TAX_WORLDLANGUAGES_OROQEN,22,
TAX_WORLDLANGUAGES_BATANGAS,22,
TAX_WORLDLANGUAGES_MALAYS,22,
TAX_WORLDLANGUAGES_TIEN,22,
TAX_ETHNICITY_SHIITES,22,
TAX_WORLDLANGUAGES_GYPSIES,22,
TAX_FNCACT_UNDERCOVER_OFFICER,22,
TAX_FNCACT_REPAIRMAN,22,
TAX_WORLDFISH_ANCHOVY,22,
TAX_POLITICAL_PARTY_AWAMI_NATIONAL_PARTY,22,
WB_2197_ENVIRONMENTAL_ENGINEERING,22,
TAX_ETHNICITY_KALMYKS,21,
TAX_WORLDINSECTS_GRASSHOPPER,21,
TAX_FNCACT_CHIEF_OPERATIONS_OFFICER,21,
TAX_WORLDMAMMALS_OPOSSUM,21,
TAX_AGRICULHARMINSECTS_GRASSHOPPER,21,
TAX_DISEASE_SEVERE_ACUTE_MALNUTRITION,21,
UNGP_PHONE_INTERNET_ACCESS_SLOW,21,
TAX_WORLDMAMMALS_KANGAROOS,21,
TAX_TERROR_GROUP_NEONAZIS,21,
TAX_FNCACT_AUTOCRATS,21,
TAX_FNCACT_NOBLES,21,
TAX_WORLDLANGUAGES_SICH,21,
HUMAN_RIGHTS_ABUSES_POLICE_BRUTALITY,21,HumanRights
SOC_INDSERVITUDE,21,
TAX_WORLDINSECTS_MANTIS,21,
TAX_ETHNICITY_IGBO,21,
NATURAL_DISASTER_TWISTER,21,
TAX_WORLDBIRDS_OSTRICH,21,
TAX_FNCACT_HELMSMAN,21,
TAX_FNCACT_BEEKEEPER,21,
TAX_FNCACT_WRESTLER,21,
TAX_WORLDFISH_SUCKER,21,
TAX_POLITICAL_PARTY_TEA_PARTY,21,
WB_1818_ROAD_TOLLS,21,
TAX_WORLDLANGUAGES_RAWAT,21,
TAX_WORLDLANGUAGES_KABILA,21,
WB_1068_MARKET_FAILURES_VERSUS_GOVERNMENT_FAILURES,21,
TAX_FNCACT_VICARS,21,
TAX_FNCACT_AGRONOMIST,21,
TAX_ETHNICITY_GUATEMALAN,21,
TAX_FNCACT_SPOKESMEN,21,
