theme,count,indicator
TAX_FNCACT_FINANCE_OFFICER,214,
WB_786_RURAL_ROADS,214,
TAX_FNCACT_ROLE_MODEL,214,
WB_921_SAFETY_NETS,214,
TAX_FNCACT_STATESMAN,213,
TAX_FNCACT_CAREGIVERS,213,
WB_1083_INFRASTRUCTURE_AND_GROWTH,213,
TAX_WEAPONS_AIRCRAFT_CARRIER,212,
WB_353_PAYMENT_SYSTEMS,212,
WB_2370_DATA_SECURITY,212,
WB_1672_WORKING_HOURS,212,
HEALTH_SEXTRANSDISEASE,212,
TAX_ETHNICITY_SUNNI,212,
NATURAL_DISASTER_FLOOD_WATERS,211,
TAX_ETHNICITY_BAMARS,211,
TAX_DISEASE_HEAD_INJURIES,211,
TAX_WORLDFISH_BURI,211,
WB_1452_FAMILY_PLANNING,211,
WB_877_ASSET_MANAGEMENT,211,
TAX_FNCACT_SEX_WORKERS,210,
TAX_TERROR_GROUP_AL_QAEDA,210,
WB_1523_TEACHERS_MANAGEMENT,210,
TAX_RELIGION_SUNNI,210,
TAX_ETHNICITY_AUSTRIAN,210,
TAX_TERROR_GROUP_RESISTANCE_MOVEMENTS,210,
TAX_FNCACT_WRONGDOERS,209,
TAX_FNCACT_COORDINATORS,209,
TAX_DISEASE_RECURRENCE,209,
TAX_RELIGION_SIKHS,209,
TAX_WORLDLANGUAGES_DEUTSCH,209,
WB_2098_OUTSOURCING,209,
TAX_ETHNICITY_SIKHS,209,
TAX_WORLDLANGUAGES_PANDE,209,
DISCRIMINATION_RELIGION_ISLAMOPHOBIA,209,
NATURAL_DISASTER_DROUGHTS,208,
WB_2506_ARMS_TRADE,208,
ECON_ELECTRICALDEMAND,208,
TAX_WORLDLANGUAGES_GIANG,208,
TAX_FNCACT_THIEVES,208,
TAX_DISEASE_PARALYSIS,207,
TAX_ETHNICITY_MOROCCAN,207,
TAX_FNCACT_WARDEN,207,
NATURAL_DISASTER_ICY,207,
NATURAL_DISASTER_TROPICAL_CYCLONE,207,
TAX_WORLDLANGUAGES_CAMBODIANS,206,
TAX_FNCACT_STATE_SENATORS,206,
TAX_WORLDREPTILES_ALLIGATOR,206,
TAX_TERROR_GROUP_REVOLUTIONARY_ARMY,205,
TAX_FNCACT_WIZARD,205,
WB_1307_PRIMARY_CARE,205,
TAX_FNCACT_BRIGADIER_GENERALS,204,
TAX_WORLDLANGUAGES_TAMILS,204,
TAX_WORLDLANGUAGES_ARAKANESE,204,
TAX_FNCACT_PRESS_OFFICER,203,
SOC_CHRONICDISEASE,203,
TAX_FNCACT_HACKER,203,
WB_1156_MONITORING_AND_EVALUATION_SYSTEMS,203,
WB_2286_GEOLOGICAL_SURVEY,202,
WB_896_GEOLOGICAL_MAPPING_AND_DATABASES,202,
TAX_FOODSTAPLES_OLIVE_OIL,202,
TAX_ETHNICITY_TAMILS,201,
TAX_FNCACT_CLERICS,201,
TAX_AIDGROUPS_INTERNATIONAL_RED_CROSS,201,
WB_1252_MOBILE_BANKING,200,
TAX_WORLDLANGUAGES_DURGA,200,
TAX_WORLDLANGUAGES_PALAU,200,
TAX_FNCACT_POLITICO,200,
SOC_MASSMIGRATION,199,
HUMAN_RIGHTS_ABUSES_CONCENTRATION_CAMPS,199,HumanRights
TAX_WORLDARACHNIDS_SPIDER,199,
TAX_FNCACT_CONSTABLE,199,
TAX_FNCACT_CONGRESSWOMAN,199,Gender_Inequality
TAX_FNCACT_ENSIGN,199,
NATURAL_DISASTER_HEATWAVES,199,
TAX_FNCACT_INNOVATOR,199,
TAX_FNCACT_VIGILANTE,198,
TAX_FNCACT_MEDICAL_EXAMINER,198,
TAX_ETHNICITY_MIZOS,198,
TAX_DISEASE_HEADACHE,198,
TAX_DISEASE_POLIO,197,
WB_990_DRAINAGE,197,
WB_924_VOICE_AND_AGENCY,197,
WB_571_CLIMATE_SCIENCE,197,
WB_904_HOUSING_MARKETS,197,
TAX_WEAPONS_GUNSHIP,196,
WB_544_MID_AND_DOWNSTREAM_OIL_AND_GAS,196,
WB_1358_GENERIC_DRUGS,196,Drugs
TAX_FNCACT_ENFORCERS,196,
TAX_DISEASE_SKIN_CANCER,196,
TAX_FNCACT_UNDERSECRETARY,194,
TAX_FNCACT_PONTIFF,194,
TAX_FNCACT_AIRMEN,194,
ECON_FOREIGNBANKS,194,
WB_769_INVESTMENT_POLICY,194,
WB_2179_AGRIBUSINESS,193,
SOC_EARLYMARRIAGE,193,
TAX_DISEASE_RABIES,192,
TAX_WORLDLANGUAGES_TIBETANS,192,
TAX_ETHNICITY_TIBETANS,192,
TAX_FNCACT_MAID,192,
WB_805_INCLUSIVE_CITIES,192,
TAX_DISEASE_FINGERPRINTS,192,
DISCRIMINATION_IMMIGRATION_XENOPHOBIA,191,
TAX_FNCACT_DISTRICT_ATTORNEY,191,
WB_511_COAL_FIRED_POWER,190,
TAX_FNCACT_BANKER,190,
WB_1058_AGRIBUSINESS,190,
TAX_ETHNICITY_SIOUX,189,
WB_2823_ON_THE_JOB_TRAINING,189,
TAX_WORLDARACHNIDS_SCORPIONS,189,
TAX_WORLDLANGUAGES_YEH,189,
TAX_DISEASE_POISONED,189,
TAX_FNCACT_CORPORATE_LAWYER,189,
TAX_DISEASE_CAMPYLOBACTER,189,
TAX_FNCACT_FOOTBALLER,189,
TAX_FNCACT_SCHOOL_PRINCIPAL,188,Schooling
TAX_WORLDLANGUAGES_SIOUX,188,
WB_2444_EARLY_MARRIAGE,188,
TAX_WORLDLANGUAGES_SINHALA,188,
TAX_DISEASE_MENTAL_ILLNESS,188,
TAX_FNCACT_POLITICAL_LEADER,188,
WB_1444_GROWTH_MONITORING,188,
WB_2946_OPEN_SOURCE,187,
WB_1445_STUNTING,187,
WB_2767_EMPLOYMENT_ADMINISTRATIVE_DATA,187,
TAX_RELIGION_SHIA,186,
SOC_SERVICEDISRUPTION,186,
TAX_FNCACT_VIGILANTES,186,
TAX_FNCACT_BARBER,186,
TAX_WEAPONS_WARSHIP,186,
TAX_FNCACT_PRINCES,185,
TAX_WORLDFISH_ATLANTIC_SALMON,185,
TAX_FNCACT_REGISTRAR,185,
TAX_RELIGION_PAGAN,185,
TAX_FNCACT_AVIATOR,184,
TAX_ETHNICITY_PROTESTANT,184,FreeSpeech
TAX_FNCACT_COMPOSER,184,
TAX_WORLDMAMMALS_ASIAN_ELEPHANT,183,
TAX_ETHNICITY_HAITIAN,183,
TAX_FNCACT_ANTHROPOLOGIST,183,
SOC_POINTSOFINTEREST_DISPLACED_PERSONS_CAMP,183,
WB_806_ACCESS_TO_SERVICES,183,
TAX_RELIGION_PROTESTANT,183,
TAX_FNCACT_PUBLIC_SERVANTS,183,
TAX_WORLDLANGUAGES_GANGA,183,
TAX_WORLDLANGUAGES_YOSEMITE,182,
TAX_RELIGION_MOSLEMS,182,
TAX_FNCACT_GENTLEMAN,182,
TAX_WEAPONS_IMPROVISED_EXPLOSIVE_DEVICES,182,
TAX_TERROR_GROUP_NATIONAL_SOCIALIST_COUNCIL_OF_NAGALAND,182,
TAX_FNCACT_FILM_STAR,182,
WB_444_MONETARY_POLICY,181,
WB_958_CRIMINAL_LAW,181,
TAX_FNCACT_NOVELIST,181,
ECON_CURRENCY_RESERVES,181,
TAX_FNCACT_CONCIERGE,181,
TAX_TERROR_GROUP_KHMER_ROUGE,181,
TAX_FNCACT_TRUCKER,180,
TAX_FNCACT_ARTISANS,180,
TAX_FOODSTAPLES_SWEET_POTATO,180,
TAX_ECON_FREETRADEAGREEMENTS_FREE_TRADE_AGREEMENTS,180,
TAX_WORLDARACHNIDS_TICK,179,
TAX_WEAPONS_IMPROVISED_EXPLOSIVE_DEVICE,179,
TAX_FNCACT_HOUSEWIFE,179,Gender_Inequality
TAX_WEAPONS_FLARE,179,
WB_2735_YOUNG_WORKERS,179,
WB_2390_TELEVISION_BROADCASTING,179,
TAX_FNCACT_ARTISAN,178,
TAX_FNCACT_DECISION_MAKERS,178,
ECON_DEVELOPMENTORGS_UNITED_NATIONS_CHILDREN_FUND,178,
TAX_AIDGROUPS_UNITED_NATIONS_CHILDREN_FUND,178,
TAX_WORLDFISH_PERCH,178,
TAX_WORLDMAMMALS_LEOPARD,177,
TAX_FNCACT_OUTLAW,177,
WB_441_BALANCE_OF_PAYMENTS,177,
TAX_DISEASE_RASH,177,
WB_1600_EMERGENCY_BENEFITS,177,
TAX_WORLDLANGUAGES_CHING,176,
TAX_FNCACT_PARAMILITARY_FORCES,176,
ENV_BIOFUEL,176,
HUMAN_RIGHTS_ABUSES_ELECTRIC_SHOCKS,176,HumanRights
TAX_DISEASE_DEFICIENCY,176,
TAX_ETHNICITY_SENA,176,
TAX_FNCACT_FILM_DIRECTOR,176,
TAX_WORLDMAMMALS_FISHERS,175,
TAX_FNCACT_RIGHTHAND_MAN,175,
MANMADE_DISASTER_OIL_SPILL,175,
WB_2750_LABOR_FORCE,174,
TAX_AIDGROUPS_INTERNATIONAL_FINANCE_CORPORATION,174,
TAX_DISEASE_PATHOGEN,174,
ECON_DEVELOPMENTORGS_INTERNATIONAL_FINANCE_CORPORATION,174,
TAX_ETHNICITY_ORTHODOX_CHRISTIAN,173,
TAX_RELIGION_ORTHODOX_CHRISTIAN,173,
TAX_WORLDLANGUAGES_SINHALESE,173,
TAX_ETHNICITY_SINHALESE,173,
MANMADE_DISASTER_RADIOACTIVE,173,
TAX_DISEASE_WEIGHT_LOSS,173,
TAX_FNCACT_PAINTER,173,
WB_595_DRYLANDS,173,
TAX_FNCACT_DIOCESAN,172,
TAX_WORLDLANGUAGES_PALPA,172,
TAX_FNCACT_SUPERMAN,172,
TAX_WORLDLANGUAGES_DEHONG,172,
DISCRIMINATION_IMMIGRATION_XENOPHOBIC,172,
TAX_DISEASE_LEUKEMIA,172,
WB_2933_ZINC,172,
WB_1064_WATER_DEMAND_MANAGEMENT,171,
TAX_WORLDLANGUAGES_BOSNIAN,171,
TAX_WORLDBIRDS_CROW,171,
FOOD_STAPLE,171,
TAX_WORLDREPTILES_LIZARDS,171,
TAX_WORLDLANGUAGES_ARMENIANS,170,
TAX_FNCACT_QUARTERMASTER,170,
TAX_FNCACT_CULPRIT,170,
TAX_FNCACT_SECOND_LIEUTENANT,170,
TAX_DISEASE_DEHYDRATION,170,
WB_655_INFORMATION_MANAGEMENT,170,
TAX_ETHNICITY_ARMENIANS,170,
TAX_POLITICAL_PARTY_INDIAN_NATIONAL_CONGRESS,169,
WB_452_DEBT_RELIEF,169,
TAX_WORLDLANGUAGES_NORTHERN_THAI,169,
TAX_ETHNICITY_KYRGYZ,168,
TAX_WORLDLANGUAGES_POH,168,
WB_2206_PUBLIC_PRIVATE_PARTNERSHIPS,168,
WB_2207_THEMATIC_BASED_PPPS,168,
TAX_RELIGION_SHAKERS,168,
TAX_MILITARY_TITLE_SECOND_LIEUTENANT,167,
TAX_DISEASE_HEPATITIS,167,
WB_999_PPP_IN_IRRIGATION,167,
TAX_FNCACT_GARDENER,167,
WB_2824_INTERNSHIP,167,
TAX_WORLDREPTILES_LIZARD,167,
TAX_ETHNICITY_FULANI,166,
TAX_FNCACT_MODERATOR,166,FreeSpeech
TAX_FNCACT_GENTLEMEN,166,
TAX_WEAPONS_SHOTGUNS,166,
TAX_FNCACT_MAHOUTS,166,
TAX_FNCACT_MILITIAMEN,166,
TAX_ETHNICITY_CHOPS,166,
WB_1616_SUPPLEMENTARY,166,
TAX_WORLDFISH_HAMLET,165,
TAX_FNCACT_MECHANIC,165,
TAX_FNCACT_UNION_MEMBER,165,
WB_1245_FINANCIAL_VULNERABILITY_AND_RISKS,165,
TAX_ETHNICITY_AMARA,164,
TAX_WORLDLANGUAGES_AMARA,164,
WB_964_PROPERTY_AND_LAND_LAW,164,
SOC_DEGRADINGTREATMENT,163,
TAX_DISEASE_SHOWING_SYMPTOMS,163,
MIL_WEAPONS_PROLIFERATION,163,
TAX_WORLDMAMMALS_WHALES,163,
TAX_FNCACT_CONSCRIPT,163,
TAX_ETHNICITY_URUGUAYAN,163,
TAX_WORLDLANGUAGES_FULANI,163,
TAX_WORLDLANGUAGES_ANYAR,163,
WB_557_GOVERNANCE_FOR_MINING,163,
TAX_POLITICAL_PARTY_PAKISTAN_TEHREEKE_INSAF,163,
TAX_WORLDLANGUAGES_MOKEN,163,
WB_2371_ENCRYPTION,163,
WB_1096_MACROECONOMIC_SUSTAINABILITY,162,
WB_569_HYDROMET_SERVICES,162,
WB_2738_LABOR_EARNINGS,162,
TAX_FNCACT_LECTURERS,161,
HUMAN_RIGHTS_ABUSES_CONCENTRATION_CAMP,161,HumanRights
TAX_FNCACT_POLITICAL_SCIENTIST,161,
TAX_WEAPONS_ROADSIDE_BOMB,161,
NATURAL_DISASTER_ERUPTIONS,161,
TAX_WORLDMAMMALS_ELK,160,
TAX_FNCACT_SEAFARERS,160,
SOC_POINTSOFINTEREST_PRESCHOOL,160,Schooling
WB_2281_EXTRACTIVE_INDUSTRIES_TRANSPARENCY_INITIATIVE,160,
TAX_WORLDBIRDS_GOOSE,160,
TAX_WORLDLANGUAGES_QATARI,160,
TAX_FNCACT_PIRATE,159,
TAX_FNCACT_PHARMACISTS,159,
NATURAL_DISASTER_TORRENTIAL_RAIN,159,
NATURAL_DISASTER_WINTRY,159,
WB_2416_INTERNET_OF_THINGS,159,
AID_ECONOMIC,158,
WB_1773_CLIMATE_CHANGE_IMPACTS,158,
TAX_WORLDLANGUAGES_CREOLE,157,
TAX_WORLDFISH_PIKE,157,
MANMADE_DISASTER_PLANE_CRASH,157,
TAX_WORLDMAMMALS_GOATS,157,
TAX_WORLDLANGUAGES_BHUTANESE,156,
TAX_FNCACT_JOGGER,156,
NATURAL_DISASTER_SEVERE_WEATHER,156,
TAX_WORLDLANGUAGES_MANCHU,156,
TAX_FNCACT_SURGEONS,156,
TAX_ETHNICITY_MANCHU,156,
TAX_FNCACT_FACULTY_MEMBER,156,
TAX_WORLDLANGUAGES_GEORGIAN,155,
WB_1810_TRAFFIC_CONTROL_AND_MONITORING,155,
TAX_FNCACT_KITCHEN_STAFF,155,
WB_930_VIOLENCE_PREVENTION,155,
TAX_FNCACT_VICEROY,155,
TAX_FNCACT_AVIATORS,155,
TAX_DISEASE_ANTHRAX,154,
TAX_FNCACT_WITCH,154,
WB_327_VULNERABILITY_AND_RISK_ASSESSMENTS,154,
WB_2290_OIL_AND_GAS_EXPORT,154,
TAX_ETHNICITY_GEORGIAN,154,
WB_1135_CURRENT_ACCOUNT,153,
WB_1352_ESSENTIAL_MEDICINES,153,
TAX_FNCACT_INTERROGATOR,153,
TAX_FNCACT_LABOURER,153,
TAX_FNCACT_CHIEF_OF_POLICE,153,
TAX_WORLDLANGUAGES_MOHAWK,153,
TAX_FNCACT_NATIONAL_LEADERS,152,
TAX_ETHNICITY_MONGOL,152,
TAX_POLITICAL_PARTY_LIBERAL_DEMOCRATIC_PARTY,152,
TAX_FNCACT_LABOR_LEADERS,152,
WB_477_INCLUSIVE_GROWTH,152,
TAX_FNCACT_THIEF,152,
TAX_FNCACT_CULPRITS,151,
WB_2728_FEMALE_WORKERS,151,
TAX_WORLDLANGUAGES_PALMA,151,
TAX_FNCACT_INTELLIGENCE_OFFICER,150,
EPU_POLICY_MONETARY_POLICY,150,
TAX_WORLDLANGUAGES_BARUA,150,
WB_2763_CENSUS_DATA,150,
TAX_FOODSTAPLES_MAIZE,150,
TAX_FNCACT_ELECTRICIAN,150,
WB_926_POLITICAL_PARTICIPATION,149,
TAX_FNCACT_CLERIC,149,
WB_281_ICT_INDUSTRY_AND_SERVICES,149,
WB_2420_ICT_FOR_JOBS,149,
WB_1388_ENVIRONMENTAL_AND_SOCIAL_ASSESSMENTS,149,
TAX_FNCACT_BEAUTY_QUEEN,148,
WB_1098_MONETARY_AND_FINANCIAL_STABILITY,148,
TAX_POLITICAL_PARTY_NATIONAL_DEMOCRATIC_PARTY,148,
TAX_ETHNICITY_POLYNESIAN,148,
TAX_FNCACT_FACILITATOR,148,
TAX_WORLDLANGUAGES_MONGOL,147,
TAX_FNCACT_FORENSIC_PATHOLOGIST,147,
WB_481_SECONDARY_EDUCATION,147,Schooling
TAX_FNCACT_FORECASTER,147,
TAX_WORLDLANGUAGES_MUNDO,146,
TAX_WORLDFISH_SKATE,146,
WB_2844_EMIGRATION,146,
NATURAL_DISASTER_SMOG,146,
TAX_WORLDLANGUAGES_TIEN,146,
HUMAN_RIGHTS_ABUSES_FORCED_DISAPPEARANCES,146,HumanRights
TAX_FNCACT_AUCTIONEER,146,
TAX_DISEASE_HEART_FAILURE,145,
NATURAL_DISASTER_STORM_SURGES,145,
TAX_WEAPONS_DESTROYERS,144,
TAX_ETHNICITY_PUNJABI,144,
WB_1167_EQUALITY_OF_OPPORTUNITIES,144,
WB_1907_PERSONAL_PROPERTY_RIGHTS,144,
TAX_FNCACT_JURIST,144,
TAX_DISEASE_BACTERIAL,144,
TAX_FNCACT_TRADE_UNIONISTS,144,
TAX_WORLDLANGUAGES_PUNJABI,143,
WB_1283_PRIVATIZATION,143,
NATURAL_DISASTER_FLASH_FLOOD,143,
TAX_FNCACT_FACILITATORS,143,
TAX_RELIGION_MOSLEM,143,
WB_159_TRANSBOUNDARY_WATER,143,
TAX_AIDGROUPS_REFUGEES_INTERNATIONAL,143,
TAX_ETHNICITY_KENYAN,142,
TAX_FNCACT_ASSEMBLYMAN,142,
SOC_BURIALPRACTICES,141,
WB_611_PENSION_FUNDS,141,
TAX_WORLDFISH_EEL,141,
TAX_FNCACT_FLIGHT_ATTENDANTS,141,
TAX_SPECIAL_ISSUES_AFFORDABLE_CARE_ACT,141,
WB_2938_TIN,141,
TAX_DISEASE_GUINEA_WORM,141,
WB_1602_RETURNING_MIGRANTS,141,
TAX_ETHNICITY_MEND,140,
TAX_FNCACT_VETERINARIANS,140,
WB_330_FINANCIAL_INTELLIGENCE,140,
WB_579_CLIMATE_CHANGE_MITIGATION,140,
TAX_DISEASE_BLINDNESS,140,
WB_1751_LIQUEFIED_NATURAL_GAS,140,
TAX_FNCACT_QUARTERMASTER_GENERAL,140,
TAX_TERROR_GROUP_PEOPLE_LIBERATION_FRONT,140,
WB_816_STRATEGIC_URBAN_PLANNING,139,
TAX_FNCACT_EXPRESIDENT,139,
WB_957_GOVERNMENT_PROCUREMENT,139,
TAX_RELIGION_METHODIST,138,
TAX_POLITICAL_PARTY_AFRICAN_NATIONAL_CONGRESS,138,
TAX_TERROR_GROUP_AFRICAN_NATIONAL_CONGRESS,138,
TAX_FNCACT_GUNNERS,138,
WB_733_SOCIAL_ACCOUNTABILITY,138,
TAX_FNCACT_WARLORD,138,
TAX_WORLDFISH_TROUT,137,
WB_512_GAS_FIRED_POWER,137,
TAX_FNCACT_VET,137,
TAX_FNCACT_HEADMASTER,137,
TAX_ETHNICITY_CREOLE,136,
TAX_WORLDFISH_DORADO,136,
WB_809_RESILIENT_CITIES,136,
TAX_ETHNICITY_TAMA,136,
TAX_FNCACT_WARRANT_OFFICER,136,
TAX_DISEASE_DRUG_OVERDOSE,136,
TAX_TERROR_GROUP_NATIONAL_LIBERATION_FRONT,135,
WB_1513_EDUCATION_POLICY_AND_PLANNING,135,Schooling
TAX_FNCACT_INTERN,135,
TAX_FNCACT_HOTELIERS,135,
NATURAL_DISASTER_HEAT_WAVE,135,
TAX_WORLDLANGUAGES_PANGWA,135,
TAX_FNCACT_PHILOSOPHER,135,
WB_836_POLITICAL_ECONOMY_OF_REFORM,134,
TAX_WORLDLANGUAGES_BENIN,134,
WB_2437_FEMALE_COMBATANTS,134,
TAX_MILITARY_TITLE_WARRANT_OFFICER,134,
WB_857_LIFE_SKILLS,134,
TAX_POLITICAL_PARTY_NATIONAL_LIBERATION_FRONT,133,
TAX_WORLDLANGUAGES_LHASA,133,
WB_2387_BROADCASTING_INDUSTRY_AND_MARKETS,133,
HUMAN_RIGHTS_ABUSES_ARBITRARY_KILLINGS,133,HumanRights
NATURAL_DISASTER_TREMORS,133,
TAX_FNCACT_LIEUTENANTS,132,
TAX_AIDGROUPS_RELIEF_INTERNATIONAL,132,
SOC_POINTSOFINTEREST_GOVERNMENT_BUILDING,132,
TAX_POLITICAL_PARTY_JUSTICE_PARTY,132,
TAX_WORLDLANGUAGES_SALONG,132,
TAX_FNCACT_VICE_PRESIDENTS,131,
TAX_DISEASE_GAGGING,131,
TAX_FNCACT_DISPATCHERS,131,
TAX_MILITARY_TITLE_MILITARY_POLICE,131,
TAX_FNCACT_SMELTER,131,
TAX_DISEASE_PANCREATIC_CANCER,131,
MANMADE_DISASTER_POWER_OUTAGE,131,
UNGP_PHONE_INTERNET_ACCESS_SLOW,131,
TAX_WORLDLANGUAGES_HEBREW,131,
TAX_FNCACT_MAJORGENERAL,130,
TAX_FOODSTAPLES_YAMS,130,
TAX_RELIGION_CATHOLICISM,130,
WB_2066_PROJECT_CYCLE_MANAGEMENT,130,
TAX_ETHNICITY_HILL_TRIBES,130,
TAX_FNCACT_COLONELS,130,
TAX_FNCACT_FUNCTIONARIES,130,
NATURAL_DISASTER_VOLCANOES,130,
SOC_POINTSOFINTEREST_ARMY_BASES,130,
TAX_FNCACT_MERCENARY,130,
TAX_FNCACT_SOLICITOR,130,
TAX_ETHNICITY_ERITREAN,129,
DISCRIMINATION_RELIGION_ISLAMOPHOBIC,129,
TAX_WORLDFISH_ROACH,129,
TAX_FNCACT_IMPERSONATOR,128,
TAX_FNCACT_TROOPERS,128,
TAX_WEAPONS_STUN_GRENADE,128,
TAX_FNCACT_WAITRESS,128,
WB_1532_TEACHER_TRAINING,128,
TAX_WORLDLANGUAGES_ARBOR,128,
TAX_FNCACT_ADMINISTRATIVE_OFFICIALS,128,
TAX_FNCACT_YOUNGSTER,127,
SOC_POINTSOFINTEREST_HIGHSCHOOL,127,Schooling
TAX_RELIGION_ADVENTIST,127,
NATURAL_DISASTER_TROPICAL_STORM,127,
TAX_ETHNICITY_KURDS,127,
TAX_WORLDLANGUAGES_FINNISH,126,
TECH_BIGDATA,126,
TAX_RELIGION_JEW,126,
WB_345_SOVEREIGN_WEALTH_FUNDS,126,
TAX_RELIGION_SYNAGOGUES,125,
TAX_FNCACT_MAIDS,125,
TAX_WORLDMAMMALS_WOLVES,125,
TAX_WORLDLANGUAGES_DORIA,125,
ECON_WORLDCURRENCIES_SINGAPORE_DOLLARS,125,
TAX_FNCACT_STREET_VENDOR,125,
TAX_FNCACT_IMMIGRATION_OFFICER,125,
TAX_DISEASE_PATHOGENS,124,
TAX_FNCACT_SOMMELIER,124,
TAX_ETHNICITY_HAITIANS,124,
TAX_WORLDFISH_HALIBUT,124,
TAX_DISEASE_COMMUNICABLE_DISEASES,124,
TAX_ETHNICITY_ARABS,124,
WB_2100_ADMINSTRATIVE_SIMPLIFICATION,124,
WB_665_SOFTWARE_AS_A_SERVICE,123,
WB_1084_TECHNOLOGY_TRANSFER_AND_DIFFUSION,123,
TAX_WORLDLANGUAGES_SALAS,123,
TAX_FNCACT_HOUSEKEEPER,123,
TAX_FNCACT_COMMUNICATIONS_OFFICER,123,
TAX_WORLDLANGUAGES_WAING,123,
WB_2576_REGIONAL_INTEGRATION,123,
TAX_DISEASE_DEMENTIA,123,
TAX_FNCACT_CONSTRUCTION_WORKER,123,
WB_994_LAND_RECLAMATION,123,
TAX_FOODSTAPLES_CEREAL,122,
WB_588_CONSERVATION_FINANCE,122,
PRIVATIZATION,122,
TAX_DISEASE_WATERBORNE_DISEASE,122,
TAX_WORLDLANGUAGES_TELUGU,122,
TAX_ETHNICITY_TELUGU,122,
WB_1535_DISTANCE_EDUCATION,122,Schooling
TAX_WORLDLANGUAGES_CHEROKEE,122,
TAX_FNCACT_STORYTELLER,122,
TAX_WORLDLANGUAGES_BOHEMIAN,121,
TAX_FNCACT_INTERPRETERS,121,
TAX_DISEASE_FOODBORNE_DISEASES,121,
TAX_FNCACT_SHOWGIRLS,121,
TAX_FNCACT_ELECTED_OFFICIAL,121,
TAX_ETHNICITY_CHEROKEE,121,
SOC_TECHNOLOGYSECTOR,121,
WB_873_NON_TRADITIONAL_DATA_DRIVEN_MANAGEMENT,121,
TAX_FNCACT_CHIEF_OF_STATE,121,
WB_661_BIG_DATA,121,
TAX_MILITARY_TITLE_COMMUNICATIONS_OFFICER,121,
TAX_DISEASE_ARTHRITIS,120,
TAX_POLITICAL_PARTY_NATIONAL_DEVELOPMENT_PARTY,120,
UNREST_DAY_OF_ACTION,120,
TAX_FNCACT_SCULPTOR,120,
TAX_RELIGION_LUTHERAN,120,
TAX_DISEASE_FRACTURES,120,
TAX_FNCACT_WEAVER,120,
TAX_CHRONICDISEASE_ARTHRITIS,120,
TAX_FNCACT_WAITER,120,
WB_1254_INTERNET_BANKING,120,
WB_1677_SOCIAL_PROTECTION_AND_LABOR_SYSTEMS,119,
WB_977_INVESTMENT_LAW,119,
TAX_FNCACT_PALEONTOLOGISTS,119,
SLFID_MILITARY_READINESS,119,
TAX_WORLDLANGUAGES_PHONG,119,
SOC_POINTSOFINTEREST_HEALTH_CENTER,118,
WB_827_MOBILE_MONEY,118,
WB_2424_ICT_AND_FINANCIAL_SECTOR,118,
TAX_FNCACT_ADJUTANT,118,
WB_1980_AGRO_FORESTRY,118,
WB_484_LIFELONG_LEARNING,118,
WB_716_MANAGING_PUBLIC_FINANCES,118,
WB_802_GREEN_CITIES,118,
TAX_WORLDLANGUAGES_KOMODO,117,
TAX_FNCACT_HERDERS,117,
TAX_FNCACT_DIVER,117,
TAX_WORLDLANGUAGES_ETHIOPIANS,117,
TAX_DISEASE_SALMONELLA,117,
TAX_FNCACT_CENSORS,117,
TAX_ETHNICITY_NEPALIS,116,
TAX_RELIGION_BAPTISTS,116,
TAX_WORLDLANGUAGES_NEPALIS,116,
TAX_FNCACT_REFEREE,115,
TAX_WORLDLANGUAGES_FURLAN,115,
WB_849_ENVIRONMENTAL_LAWS_AND_REGULATIONS,115,
MED_EMERGENCYROOM,115,
TAX_WORLDLANGUAGES_TAVOYAN,115,
TAX_FNCACT_MACHINE_GUNNERS,115,
TAX_WORLDLANGUAGES_ACCRA,114,
TAX_AIDGROUPS_NORWEGIAN_REFUGEE_COUNCIL,114,
WB_2085_PUBLIC_SECTOR_DOWNSIZING,114,
TAX_WORLDLANGUAGES_QIANG,114,
TAX_WORLDMAMMALS_ASS,114,
SELF_IDENTIFIED_ENVIRON_DISASTER,114,
TAX_WORLDCRUSTACEANS_SHRIMPS,114,
TAX_TERROR_GROUP_PEOPLES_DEFENSE_FORCES,114,
TAX_FNCACT_TRUCKERS,114,
WB_2054_SIZE_OF_THE_PUBLIC_SERVICE,114,
TAX_FNCACT_FIELD_MARSHAL,114,
WB_600_NATURAL_RESOURCES_MANAGEMENT,113,
TAX_FNCACT_PARAMILITARY_FORCE,113,
TAX_FNCACT_CHAPLAIN,113,
TAX_FNCACT_CHIEFS_OF_STAFF,113,
WB_2668_INCOME_INEQUALITY,113,
TAX_FNCACT_CARETAKERS,113,
TAX_WORLDBIRDS_DUCKS,113,
WB_1122_TAX_EXPENDITURES,113,
TAX_FNCACT_TRAVEL_AGENT,113,
WB_1423_NEGLECTED_TROPICAL_DISEASES,113,
WB_1256_CREDIT_UNIONS,113,
TAX_TERROR_GROUP_ROHINGYA_SOLIDARITY_ORGANIZATION,112,
TAX_FNCACT_PALEONTOLOGIST,112,
ECON_SOVEREIGN_DEBT,112,
WB_1385_GOVERNANCE_AND_STEWARDSHIP,112,
TAX_WORLDLANGUAGES_SHERPA,112,
NATURAL_DISASTER_FLOODWATER,112,
TAX_WORLDLANGUAGES_AZERBAIJANI,112,
TAX_ETHNICITY_AZERBAIJANI,112,
TAX_WORLDLANGUAGES_KHUMI,112,
NATURAL_DISASTER_STORM_DAMAGE,112,
ECON_WORLDCURRENCIES_EUROS,112,
